pk,jsondata,id,name,description,markup_description,analyzed,gloss,type,source,comment,original_script,xhtml,markup_text,markup_analyzed,markup_gloss,markup_comment,language_pk,version
64,,50,( M = lenis nasal) 1sg 2sg námenʔ naménʔ ‘face’ suní síni ‘lip’ kútún utún ‘neck’ túmbiʔir nímbíʔir ‘tail’,,,,,,,,,"<div class=""example"">
    <table border=""0"">
      
      <tr>
        <td colspan=""3"">
          <p>
            <span>(</span>
            <span style=""font-style:italic;"">M</span>
            <span> = lenis nasal)</span>
          </p>
        </td>
      </tr>
      <tr>
        <td>
          <p>
            <span style=""font-variant: small-caps;"">1sg</span>
          </p>
        </td>
        <td>
          <p>
            <span style=""font-variant: small-caps;"">2sg</span>
          </p>
        </td>
        <td>
          <p> </p>
        </td>
      </tr>
      <tr>
        <td>
          <p>
            <span style=""font-style:italic;"">námenʔ</span>
          </p>
        </td>
        <td>
          <p>
            <span style=""font-style:italic;"">naménʔ</span>
          </p>
        </td>
        <td>
          <p>
            <span>‘face’</span>
          </p>
        </td>
      </tr>
      <tr>
        <td>
          <p>
            <span style=""font-style:italic;"">suní</span>
          </p>
        </td>
        <td>
          <p>
            <span style=""font-style:italic;"">síni</span>
          </p>
        </td>
        <td>
          <p>
            <span>‘lip’</span>
          </p>
        </td>
      </tr>
      <tr>
        <td>
          <p>
            <span style=""font-style:italic;"">kútún</span>
          </p>
        </td>
        <td>
          <p>
            <span style=""font-style:italic;"">utún</span>
          </p>
        </td>
        <td>
          <p>
            <span>‘neck’</span>
          </p>
        </td>
      </tr>
      <tr>
        <td>
          <p>
            <span style=""font-style:italic;"">túmbiʔir</span>
          </p>
        </td>
        <td>
          <p>
            <span style=""font-style:italic;"">nímbíʔir</span>
          </p>
        </td>
        <td>
          <p>
            <span>‘tail’</span>
          </p>
        </td>
      </tr>
      <tr>
        <td>
          <p>
            <span style=""font-style:italic;"">nahí</span>
          </p>
        </td>
        <td>
          <p>
            <span style=""font-style:italic;"">únho</span>
          </p>
        </td>
        <td>
          <p>
            <span>‘friend’</span>
          </p>
        </td>
      </tr>
      <tr>
        <td>
          <p>
            <span style=""font-style:italic;"">tásócʔ</span>
          </p>
        </td>
        <td>
          <p>
            <span style=""font-style:italic;"">kisócʔ</span>
          </p>
        </td>
        <td>
          <p>
            <span>‘belt’</span>
          </p>
        </td>
      </tr>
      <tr>
        <td>
          <p>
            <span style=""font-style:italic;"">namá</span>
          </p>
        </td>
        <td>
          <p>
            <span style=""font-style:italic;"">éMaͅ</span>
          </p>
        </td>
        <td>
          <p>
            <span>‘carrying rack’</span>
          </p>
        </td>
      </tr>
      <tr>
        <td>
          <p>
            <span style=""font-style:italic;"">kúndí</span>
          </p>
        </td>
        <td>
          <p>
            <span style=""font-style:italic;"">kirí</span>
          </p>
        </td>
        <td>
          <p>
            <span>‘water’</span>
          </p>
        </td>
      </tr>
      <tr>
        <td>
          <p>
            <span style=""font-style:italic;"">nambá</span>
          </p>
        </td>
        <td>
          <p>
            <span style=""font-style:italic;"">úngwa</span>
          </p>
        </td>
        <td>
          <p>
            <span>‘hat’</span>
          </p>
        </td>
      </tr>
      <tr>
        <td>
          <p>
            <span style=""font-style:italic;"">kúmboʔ</span>
          </p>
        </td>
        <td>
          <p>
            <span style=""font-style:italic;"">kibóʔ</span>
          </p>
        </td>
        <td>
          <p>
            <span>‘land’</span>
          </p>
        </td>
      </tr>
      <tr>
        <td>
          <p>
            <span style=""font-style:italic;"">kaʔá</span>
          </p>
        </td>
        <td>
          <p>
            <span style=""font-style:italic;"">kanʔa</span>
          </p>
        </td>
        <td>
          <p>
            <span>‘hand’</span>
          </p>
        </td>
      </tr>
      <tr>
        <td>
          <p>
            <span style=""font-style:italic;"">masúͅ</span>
          </p>
        </td>
        <td>
          <p>
            <span style=""font-style:italic;"">uniʔí</span>
          </p>
        </td>
        <td>
          <p>
            <span>‘wife’</span>
          </p>
        </td>
      </tr>
      <tr>
        <td>
          <p>
            <span style=""font-style:italic;"">táta</span>
          </p>
        </td>
        <td>
          <p>
            <span style=""font-style:italic;"">úngwæ</span>
          </p>
        </td>
        <td>
          <p>
            <span>‘father’</span>
          </p>
        </td>
      </tr>
    </table>
  </div>
  
",,,,,1065,1
65,,51,"pol-q CLASS CANCEL TODAY, RIGHT ‘The class has been cancelled today, right?’",,,,,,,,,"<div class=""example"">
    <table border=""0"">
      
      <tr>
        <td style=""padding:0in; border-style:none;"">
          <p> </p>
        </td>
        <td style=""padding:0in; border-style:none;"">
          <p> </p>
        </td>
        <td style=""padding:0in; border-style:none;"">
          <p> </p>
        </td>
        <td style=""padding:0in; border-left-style:none; border-right-style:none; border-top-style:none; border-bottom-width:0.0175cm; border-bottom-style:solid; border-bottom-"">
          <p>pol-q </p>
        </td>
      </tr>
      <tr>
        <td style=""padding:0in; border-style:none;"">
          <p style=""margin-top:0.0402in; margin-bottom:0in;"">CLASS </p>
        </td>
        <td style=""padding:0in; border-style:none;"">
          <p style=""margin-top:0.0402in; margin-bottom:0in;"">CANCEL </p>
        </td>
        <td style=""padding:0in; border-style:none;"">
          <p style=""margin-top:0.0402in; margin-bottom:0in;"">TODAY, </p>
        </td>
        <td style=""padding:0in; border-style:none;"">
          <p style=""margin-top:0.0402in; margin-bottom:0in;"">RIGHT </p>
        </td>
      </tr>
      <tr>
        <td colspan=""4"" style=""padding:0in; border-style:none;"">
          <p style=""margin-top:0in; margin-bottom:0.0835in;"">‘The class has been cancelled today, right?’ </p>
        </td>
      </tr>
    </table>
  </div>
  
",,,,,278,1
66,,52,instrumental marker: ho,,,,,,,,,"<div class=""comments"">
  <dl>
    <dt>instrumental marker:</dt>
    <dd>ho</dd>
  </dl>
</div>",,,,,308,1
67,,53,"n̯u- ‘3 rd ’, which shows deictic distinctions with
suffixes, i/ia ‘in front’ ka ‘not in front’ arri",,,,,,,,,"<div class=""Example""><table class=""example"">
<tr>
<td>
<p><i>n̯u-</i></p>
</td>
<td>
<p>‘3<sup>rd</sup>’, which shows deictic distinctions with
suffixes,</p>
</td>
</tr>
<tr>
<td>
<p><i>i/ia</i></p>
</td>
<td>
<p>‘in front’</p>
</td>
</tr>
<tr>
<td>
<p><i>ka</i></p>
</td>
<td>
<p>‘not in front’</p>
</td>
</tr>
<tr>
<td>
<p><i>arri</i></p>
</td>
<td>
<p>‘remote’</p>
</td>
</tr>
<tr>
<td>
<p><i>ka/para</i></p>
</td>
<td>
<p>absent’ or ‘at side’</p>
</td>
</tr>
</table></div>",,,,,2082,1
68,,54,"tudlò ""finger""",,,,,,,,,"<div class=""Example""><table class=""example"">
<tr>
<td>
<p>tudlò</p>
</td>
<td>
<p>""finger""</p>
</td>
</tr>
</table></div>",,,,,2018,1
69,,igt-30,ɔ tam u ɔdam-dan yɔš,My father is younger than that man.,,ɔ tam	u	ɔdam-dan	yɔš,father.my	that	man-from	young,,,,,,,"<span style=""font-style:italic;""><i>ɔ</i></span> <span style=""font-style:italic;""><i>tam</i></span>	<i>u </i>	<i>ɔdam-dan </i>	<i>yɔš </i>",father.my	that	man-from	young,,2282,1
70,,igt-31,Yto- pyra eh-to-ko !,Do not go (you all)!,,Yto- pyra	eh-to-ko !,go- NEG	be-2 PL-IMP,,,,,,,"<span style=""font-style:italic;""><i>Yto-</i></span> <span style=""font-style:italic; font-weight:bold;""><i><b>pyra</b></i></span>	<span style=""font-style:italic; font-weight:bold;""><i><b>eh-to-ko</b></i></span> <span style=""font-style:italic;""><i>!</i></span>",go- NEG	be-2 PL-IMP,,2171,1
104,,igt-59,sek'erálekeg w e,‘fight’,,sek'erálekeg w e,fight.du,,,,,,,"sek'erálekeg<span class=""s3""><sup>w</sup></span>e",fight.du,"<div class=""comments"">
  <p>source: Keren Rice, p.c.</p>
</div>",2517,1
191,,118,comitative marker: àk,,,,,,,,,"<div class=""comments"">
  <dl>
    <dt>comitative marker:</dt>
    <dd>àk</dd>
  </dl>
</div>",,,,,2336,1
71,,igt-32,"Tupito epery os -enah-no, n-ase .","“Don’t eat the fruit of the field”, he said.",,"Tupito	epery	os -enah-no,	n-ase .",field	fruit	NEG  -eat- IND.IMM.PRET	3-say.IND.PRES,,,,,,,"<span style=""font-style:italic;""><i>Tupito</i></span>	<span style=""font-style:italic;""><i>epery</i></span>	<span style=""font-style:italic; font-weight:bold;""><i><b>os</b></i></span> <span style=""font-style:italic;""><i>-enah-no,</i></span>	<span style=""font-style:italic;""><i>n-ase</i></span>  .",field	fruit	NEG  -eat- IND.IMM.PRET	3-say. IND.PRES,,2171,1
72,,igt-33,èna ma gàati dàimita mutò,71,,èna	ma	gàati	dàimita	mutò,one	and	ten	and	sixty,,,,,,,èna	ma	gàati	dàimita	mutò,one	and	ten	and	sixty,"<div class=""comments"">
  <p> </p>
</div>",2333,1
73,,igt-34,muto wìi,240,,muto	wìi,sixty	four,,,,,,,muto	wìi,sixty	four,"<div class=""comments"">
  <p> </p>
</div>",2333,1
74,,58,pronominal and adnominal identical: iʔka iʔsia proximal distal,,,,,,,,,"<div class=""Example""><p class=""p1""> </p>
<p class=""p1"">pronominal and adnominal identical:</p>
<p class=""p1""> </p>
<table cellpadding=""0"" cellspacing=""0"" class=""t1"">
<tbody>
<tr>
<td class=""td13"" valign=""top"">
<p class=""p1"">iʔka</p>
<p class=""p1"">iʔsia</p>
</td>
<td class=""td16"" valign=""top"">
<p class=""p1"">proximal</p>
<p class=""p1"">distal</p>
</td>
</tr>
</tbody>
</table>
<p class=""p1""> </p>
<p class=""p1""> </p></div>",,,,,2297,1
75,,59,tee,,,,,,,,,"<div class=""Example""><p><i>tee</i></p></div>",,,,,207,1
76,,60,comitative marker: na,,,,,,,,,"<div class=""comments"">
  <dl>
    <dt>comitative marker:</dt>
    <dd>na</dd>
  </dl>
</div>",,,,,1283,1
77,,61,"tyamishu ""dedo de la mano""",,,,,,,,,"<div class=""Example""><table class=""example"">
<tr>
<td>
<p>tyamishu</p>
</td>
<td>
<p>""dedo de la mano""</p>
</td>
</tr>
</table></div>",,,,,2057,1
78,,62,instrumental marker: mai,,,,,,,,,"<div class=""comments"">
  <dl>
    <dt>instrumental marker:</dt>
    <dd>mai</dd>
  </dl>
</div>",,,,,2510,1
79,,63,instrumental marker: -ʻa,,,,,,,,,"<div class=""comments"">
  <dl>
    <dt>instrumental marker:</dt>
    <dd>-ʻa</dd>
  </dl>
</div>",,,,,1891,1
80,,igt-35,-hin,I,,-hin,1 SG,,,,,,,-hin,"<span class=""s1"">1</span>SG","<div class=""comments"">
  
</div>",2487,1
81,,igt-36,-hon̈,we,,-hon̈,1 PL,,,,,,,-hon̈,"<span class=""s1"">1</span>PL","<div class=""comments"">
  
</div>",2487,1
82,,igt-49,šét n,‘eat’,,šét n,eat.sg,,,,,,,"šét<span class=""s3""><sup>n</sup></span>",eat.sg,"<div class=""comments"">
  <p>source: Keren Rice, p.c.</p>
</div>",2517,1
83,,igt-37,w h ida,‘be seated’,,w h ida,be seated.sg,,,,,,,"w<span class=""s3""><sup>h</sup></span>ida",be seated.sg,"<div class=""comments"">
  <p>source: Keren Rice, p.c.</p>
</div>",2517,1
84,,igt-38,w h íke̅,‘be seated’,,w h íke̅,be seated.du,,,,,,,"w<span class=""s3""><sup>h</sup></span>íke̅",be seated.du,"<div class=""comments"">
  <p>source: Keren Rice, p.c.</p>
</div>",2517,1
85,,igt-39,c'edéhk w 'I,‘be seated’,,c'edéhk w 'I,be seated.pl,,,,,,,"c'edéhk<span class=""s3""><sup>w</sup></span>'I",be seated.pl,"<div class=""comments"">
  <p>source: Keren Rice, p.c.</p>
</div>",2517,1
86,,igt-40,deya,‘start out’ (controlled),,deya,start out.sg,,,,,,,deya,start out.sg,"<div class=""comments"">
  <p>source: Keren Rice, p.c.</p>
</div>",2517,1
87,,igt-41,kedéʔa,‘start out’ (controlled),,kedéʔa,start out.du,,,,,,,kedéʔa,start out.du,"<div class=""comments"">
  <p>source: Keren Rice, p.c.</p>
</div>",2517,1
88,,igt-42,kedéde̅,‘start out’ (controlled),,kedéde̅,start out.pl,,,,,,,kedéde̅,start out.pl,"<div class=""comments"">
  <p>source: Keren Rice, p.c.</p>
</div>",2517,1
89,,igt-43,déhtlah,‘start out’ (non-controlled’),,déhtlah,start out.sg,,,,,,,déhtlah,start out.sg,"<div class=""comments"">
  <p>source: Keren Rice, p.c.</p>
</div>",2517,1
90,,igt-44,ɫegedéhthe,‘start out’ (non-controlled’),,ɫegedéhthe,start out.du,,,,,,,ɫegedéhthe,start out.du,"<div class=""comments"">
  <p>source: Keren Rice, p.c.</p>
</div>",2517,1
91,,igt-45,gogedéhthe,‘start out’ (non-controlled’),,gogedéhthe,start out.pl,,,,,,,gogedéhthe,start out.pl,"<div class=""comments"">
  <p>source: Keren Rice, p.c.</p>
</div>",2517,1
92,,igt-46,tedé n wé,‘fall in water’,,tedé n wé,fall in water.sg,,,,,,,"tedé<span class=""s3""><sup>n</sup></span>wé",fall in water.sg,"<div class=""comments"">
  <p>source: Keren Rice, p.c.</p>
</div>",2517,1
93,,igt-47,teni n ki ŋ,‘fall in water’,,teni n ki ŋ,fall in water.du,,,,,,,"teni<span class=""s3""><sup>n</sup></span>ki<span class=""s3""><sup>ŋ</sup></span>",fall in water.du,"<div class=""comments"">
  <p>source: Keren Rice, p.c.</p>
</div>",2517,1
94,,igt-48,teni n tɭ'i,‘fall in water’,,teni n tɭ'i,fall in water.pl,,,,,,,"teni<span class=""s3""><sup>n</sup></span>tɭ'i",fall in water.pl,"<div class=""comments"">
  <p>source: Keren Rice, p.c.</p>
</div>",2517,1
95,,igt-50,šégetí n,‘eat’,,šégetí n,eat.du,,,,,,,"šégetí<span class=""s3""><sup>n</sup></span>",eat.du,"<div class=""comments"">
  <p>source: Keren Rice, p.c.</p>
</div>",2517,1
96,,igt-51,šégeyeh,‘eat’,,šégeyeh,eat.pl,,,,,,,šégeyeh,eat.pl,"<div class=""comments"">
  <p>source: Keren Rice, p.c.</p>
</div>",2517,1
97,,igt-52,k'ínabe̅,‘swim’,,k'ínabe̅,swim.sg,,,,,,,k'ínabe̅,swim.sg,"<div class=""comments"">
  <p>source: Keren Rice, p.c.</p>
</div>",2517,1
98,,igt-53,k'ínakebe̅,‘swim’,,k'ínakebe̅,swim.du,,,,,,,k'ínakebe̅,swim.du,"<div class=""comments"">
  <p>source: Keren Rice, p.c.</p>
</div>",2517,1
99,,igt-54,k'ínakeʔoh,‘swim’,,k'ínakeʔoh,swim.pl,,,,,,,k'ínakeʔoh,swim.pl,"<div class=""comments"">
  <p>source: Keren Rice, p.c.</p>
</div>",2517,1
100,,igt-55,tádedéhwé,‘fall down’,,tádedéhwé,fall down.sg,,,,,,,tádedéhwé,fall down.sg,"<div class=""comments"">
  <p>source: Keren Rice, p.c.</p>
</div>",2517,1
101,,igt-56,táɫekededéhwé,‘fall down’,,táɫekededéhwé,fall down.du,,,,,,,táɫekededéhwé,fall down.du,"<div class=""comments"">
  <p>source: Keren Rice, p.c.</p>
</div>",2517,1
102,,igt-57,tádétɭ'i,‘fall down’,,tádétɭ'i,fall down.pl,,,,,,,tádétɭ'i,fall down.pl,"<div class=""comments"">
  <p>source: Keren Rice, p.c.</p>
</div>",2517,1
734,,420,sai; duté,,,,,,,,,"<div class=""Example""><p><i>sai; duté</i></p></div>",,,,,2461,1
106,,igt-61,šo n ti n,‘sleep’,,šo n ti n,sleep.sg,,,,,,,"šo<span class=""s3""><sup>n</sup></span>ti<span class=""s3""><sup>n</sup></span>",sleep.sg,"<div class=""comments"">
  <p>source: Keren Rice, p.c.</p>
</div>",2517,1
107,,igt-62,šuki n ya,‘sleep’,,šuki n ya,sleep.du/pl,,,,,,,"šuki<span class=""s3""><sup>n</sup></span>ya",sleep.du/pl,"<div class=""comments"">
  <p>source: Keren Rice, p.c.</p>
</div>",2517,1
108,,igt-63,ɫani n we,‘die’,,ɫani n we,die.sg,,,,,,,"ɫani<span class=""s3""><sup>n</sup></span>we",die.sg,"<div class=""comments"">
  <p>source: Keren Rice, p.c.</p>
</div>",2517,1
109,,igt-64,ɫakeni n dé,‘die’,,ɫakeni n dé,die.du/pl,,,,,,,"ɫakeni<span class=""s3""><sup>n</sup></span>dé",die.du/pl,"<div class=""comments"">
  <p>source: Keren Rice, p.c.</p>
</div>",2517,1
110,,igt-65,ɫanihw h e,‘kill’,,ɫanihw h e,kill.sg.obj,,,,,,,"ɫanihw<span class=""s3""><sup>h</sup></span>e",kill.sg.obj,"<div class=""comments"">
  <p>source: Keren Rice, p.c.</p>
</div>",2517,1
111,,igt-66,ɫanihdé,‘kill’,,ɫanihdé,kill.pl.obj,,,,,,,ɫanihdé,kill.pl.obj,"<div class=""comments"">
  <p>source: Keren Rice, p.c.</p>
</div>",2517,1
112,,igt-67,naŋ·aʔ ʔyn·y·,the man is coming,,naŋ·aʔ	ʔyn·y·,man	come.3sg,,,,,,,naŋ·aʔ	ʔyn·y·,"man	come.<span style=""font-variant:small-caps""><span style=""font-variant:small-caps"">3sg</span></span>","<div class=""comments"">
  <p> </p>
<p>note: Pronouns also have a nominative-accusative case distinction (p.92)</p>
</div>",940,1
113,,igt-68,naŋ·aʔ halki· hika·hy j,the man is hunting the deer,,naŋ·aʔ	halki·	hika·hy	j,man	hunt.3sg	deer	acc,,,,,,,naŋ·aʔ	halki·	hika·hy	j,"man	hunt.<span style=""font-variant:small-caps""><span style=""font-variant:small-caps"">3sg</span></span>	deer	acc","<div class=""comments"">
  <p> </p>
<p>note: Pronouns also have a nominative-accusative case distinction (p.92)</p>
</div>",940,1
114,,67,comitative marker: kan,,,,,,,,,"<div class=""comments"">
  <dl>
    <dt>comitative marker:</dt>
    <dd>kan</dd>
  </dl>
</div>",,,,,2129,1
115,,igt-69,Doo maa daa bɔri [ni o ŋubi noo].,The man wanted to eat fowl.,,Doo	maa	daa	bɔri	[ni	o	ŋubi	noo].,man	the	TD	want	SUBORD	he	chew	fowl,,,,,,,"<span style=""font-style:italic;""><i>Doo</i></span>	<span style=""font-style:italic;""><i>maa</i></span>	<span style=""font-style:italic;""><i>daa</i></span>	<span style=""font-style:italic;""><i>bɔri</i></span>	<span style=""font-style:italic;""><i>[ni</i></span>	<span style=""font-style:italic;""><i>o</i></span>	<span style=""font-style:italic;""><i>ŋubi</i></span>	<span style=""font-style:italic;""><i>noo].</i></span>",man	the	TD	want	SUBORD	he	chew	fowl,,2188,1
116,,igt-70,Vɛ̄ síjɯ ʔa-bɛ̄ tə-plɔ.,I want the yellow one.,,Vɛ̄	síjɯ	ʔa-bɛ̄	tə-plɔ.,1SG	want	NMLZ-yellow	one-CLF,,,,,,,<i>Vɛ̄ </i>	<i>síjɯ </i>	<i>ʔa-bɛ̄ </i>	<i>tə-plɔ. </i>,1SG	want	NMLZ-yellow	one-CLF,,2376,1
117,,igt-71,Aanih nii tangu-m-u-i-na.,Aanih slapped me.,,Aanih	nii	tangu-m-u-i-na.,Aanih ( F  )	me	slap- 1OBJ-3AGT-NEAR.PST-F,,,,,,,"<span style=""font-style:italic;""><i>Aanih</i></span>	<span style=""font-style:italic;""><i>nii</i></span>	<span style=""font-style:italic;""><i>tangu-m-u-i-na.</i></span>",Aanih ( F  )	me	slap- 1OBJ-3AGT-NEAR.PST-F,,1728,1
118,,igt-72,Nii ong miika o-m-i-ng.,Give that betel mixture to me.,,Nii	ong	miika	o-m-i-ng.,me	that	betel	give- 1OBJ-2AGT-PL.IMPF,,,,,,,"<span style=""font-style:italic;""><i>Nii</i></span>	<span style=""font-style:italic;""><i>ong</i></span>	<span style=""font-style:italic;""><i>miika</i></span>	<span style=""font-style:italic;""><i>o-m-i-ng.</i></span>",me	that	betel	give- 1OBJ-2AGT-PL.IMPF,,1728,1
119,,71,[the term for arm/hand does not also denote finger),,,,,,,,,"<div class=""Example""><p>[the term for arm/hand does not also denote finger)</p></div>",,,,,601,1
120,,72,te,,,,,,,,,"<div class=""Example""><p><i>te</i></p></div>",,,,,2317,1
121,,igt-73,an,‘be’,,an,be.sg,,,,,,,an,be.sg,"<div class=""comments"">
  <p> </p>
</div>",2486,1
122,,igt-74,oka/okay,‘be’,,oka/okay,be.pl,,,,,,,oka/okay,be.pl,"<div class=""comments"">
  <p> </p>
</div>",2486,1
123,,igt-75,as,‘stand’,,as,stand.sg,,,,,,,as,stand.sg,"<div class=""comments"">
  <p> </p>
</div>",2486,1
124,,igt-76,roski,‘stand’,,roski,stand.pl,,,,,,,roski,stand.pl,"<div class=""comments"">
  <p> </p>
</div>",2486,1
125,,igt-77,a,‘sit’,,a,sit.sg,,,,,,,a,sit.sg,"<div class=""comments"">
  <p> </p>
</div>",2486,1
126,,igt-78,rok,‘sit’,,rok,sit.pl,,,,,,,rok,sit.pl,"<div class=""comments"">
  <p> </p>
</div>",2486,1
127,,igt-79,arpa /oman,‘go’,,arpa /oman,go.sg,,,,,,,arpa /oman,go.sg,"<div class=""comments"">
  <p> </p>
</div>",2486,1
128,,igt-80,paye,‘go’,,paye,go.pl,,,,,,,paye,go.pl,"<div class=""comments"">
  <p> </p>
</div>",2486,1
129,,igt-81,ek,‘come’,,ek,come.sg,,,,,,,ek,come.sg,"<div class=""comments"">
  <p> </p>
</div>",2486,1
130,,igt-82,arki,‘come’,,arki,come.pl,,,,,,,arki,come.pl,"<div class=""comments"">
  <p> </p>
</div>",2486,1
131,,igt-83,anu,’place’,,anu,place.sg.obj,,,,,,,anu,place.sg.obj,"<div class=""comments"">
  <p> </p>
</div>",2486,1
132,,igt-84,ári / áre,’place’,,ári / áre,place.pl.obj,,,,,,,ári / áre,place.pl.obj,"<div class=""comments"">
  <p> </p>
</div>",2486,1
133,,igt-85,rayke,’kill’,,rayke,kill.sg.obj,,,,,,,rayke,kill.sg.obj,"<div class=""comments"">
  <p> </p>
</div>",2486,1
134,,igt-86,ronnu,’kill’,,ronnu,kill.pl.obj,,,,,,,ronnu,kill.pl.obj,"<div class=""comments"">
  <p> </p>
</div>",2486,1
135,,igt-87,uk,’take’,,uk,take.sg.obj,,,,,,,uk,take.sg.obj,"<div class=""comments"">
  <p> </p>
</div>",2486,1
136,,igt-88,uyna,’take’,,uyna,take.pl.obj,,,,,,,uyna,take.pl.obj,"<div class=""comments"">
  <p> </p>
</div>",2486,1
137,,74,instrumental and comitative marker: cu,,,,,,,,,"<div class=""comments"">
  <dl>
    <dt>instrumental and comitative marker:</dt>
    <dd>cu</dd>
  </dl>
</div>",,,,,2355,1
138,,75,instrumental marker: -e,,,,,,,,,"<div class=""comments"">
  <dl>
    <dt>instrumental marker:</dt>
    <dd>-e</dd>
  </dl>
</div>",,,,,2515,1
139,,76,"sutú-r taka-rá-n ""dedo""",,,,,,,,,"<div class=""Example""><table class=""example"">
<tr>
<td>
<p>sutú-r taka-rá-n</p>
</td>
<td>
<p>""dedo""</p>
</td>
</tr>
</table></div>",,,,,473,1
140,,igt-89,... àadama fa ta bíy kə̀rá=w,... so that you would not steal it,,...	àadama	fa	ta	bíy	kə̀rá=w,	so.that	you	NEG	PCL	steal=NEG,,,,,,,<i>... </i>	<i><b>àadama </b></i>	<i>fa </i>	<i>ta </i>	<i>bíy </i>	<i>kə̀rá=w </i>,	so.that	you	NEG	PCL	steal=NEG,,2278,1
141,,igt-90,"mə̀n kwaa zara-tlə́n ka, ...","When I call them, ...",,"mə̀n	kwaa	zara-tlə́n	ka,	...",1SG	when	call-3PL	DEF	,,,,,,,"<i>mə̀n </i>	<i><b>kwaa </b></i>	<i>zara-tlə́n </i>	<i>ka, </i>	<i>... </i>",1SG	when	call-3PL	DEF	,,2278,1
142,,igt-91,"kwáa zàra-tlə́n aa Kàsham ká, ...","When Kasham calls them, ...",,"kwáa	zàra-tlə́n	aa	Kàsham	ká,	...",when	call-3PL	SUBJ	Kasham	DEF	,,,,,,,"<i><b>kwáa </b></i>	<i>zàra-tlə́n </i>	<i>aa </i>	<i>Kàsham </i>	<i>ká, </i>	<i>... </i>",when	call-3PL	SUBJ	Kasham	DEF	,,2278,1
143,,78,čaj,,,,,,,,,"<div class=""Example""><p><i>čaj</i></p></div>",,,,,2537,1
144,,79,instrumental marker: hnen,,,,,,,,,"<div class=""comments"">
  <dl>
    <dt>instrumental marker:</dt>
    <dd>hnen</dd>
  </dl>
</div>",,,,,2402,1
145,,80,"ARM: mamá ""mano, brazo"" HAND: mamá ""mano, brazo""",,,,,,,,,"<div class=""Example""><table class=""example"">
<tr>
<td>
<p>ARM: mamá</p>
</td>
<td>
<p>""mano, brazo""</p>
</td>
</tr>
<tr>
<td>
<p>HAND: mamá</p>
</td>
<td>
<p>""mano, brazo""</p>
</td>
</tr>
</table></div>",,,,,1800,1
