id,language_id,language_name,xhtml
103,khs,Khasi,"<div class=""comments"">
  <dl>
    <dt>instrumental marker:</dt>
    <dd>da</dd>
  </dl>
</div>"
104,mij,Miju,"<div class=""Example""><table class=""example"">
<tr>
<td>
<p>rok-du:ng</p>
</td>
<td>
<p>""finger'</p>
</td>
</tr>
</table></div>"
105,bam,Bambara,"<div class=""Example""><table class=""example"">
<tr>
<td>
<p>se̱n</p>
</td>
<td>
<p>""foot, leg""</p>
</td>
</tr>
<tr>
<td>
<p>bolonkòni</p>
</td>
<td>
<p>""finger""</p>
</td>
</tr>
</table></div>"
106,wel,Welsh,
107,yus,Yup'ik (Siberian),"<div class=""Example""><table class=""example"">
<tr>
<td>
<p>ARM: talliq</p>
</td>
<td>
<p>""arm""</p>
</td>
</tr>
<tr>
<td>
<p>HAND: iigga</p>
</td>
<td>
<p>""hand""</p>
</td>
</tr>
</table></div>"
108,cmh,Chemehuevi,
109,tup,Tupi,"<div class=""Example""><p>[the terms for arm and hand do not also designate finger]</p></div>"
110,mwb,Binukid (Western Bukidnon Manobo),"<div class=""Example""><table class=""example"">
<tr>
<td>
<p>tezu'</p>
</td>
<td>
<p>""finger, index finger""</p>
</td>
</tr>
</table></div>"
111,aze,Azerbaijani,"<div class=""Example""><p><i>çay</i></p></div>"
112,moj,Mojave,"<div class=""Example""><table class=""example"">
<tr>
<td>
<p>iisalykwatharap</p>
</td>
<td>
<p>""finger""</p>
</td>
</tr>
</table></div>"
113,kin,Kinyarwanda,"<div class=""comments"">
  <dl>
    <dt>comitative marker:</dt>
    <dd>-an</dd>
  </dl>
</div>"
114,cld,Chaldean (Modern),"<div class=""Example""><p>3<sup>rd</sup> pronouns show deictic distinctions</p>
<table class=""example"">
<tr>
<td>
<p><i>ʔo</i> (M), <i>ʔe</i> (F)</p>
</td>
<td>
<p>‘proximate’</p>
</td>
</tr>
<tr>
<td>
<p><i>ʔawa</i> (M), <i>ʔaya</i> (F)</p>
</td>
<td>
<p>‘remote’</p>
</td>
</tr>
</table></div>"
115,fij,Fijian,"<div class=""Example""><table class=""example"">
<tr>
<td>
<p>i qaqalo ni liga</p>
</td>
<td>
<p>""finger""</p>
</td>
</tr>
</table></div>"
116,ika,Ika,"<div class=""comments"">
  
</div>"
1074,ond,Oneida,
117,myi,Mangarayi,"<div class=""comments"">
  <p>The only numerals are ‘one’, ‘two’, ‘three’.</p>
<p> </p>
</div>"
118,nan,Nandi,"<div class=""comments"">
  <dl>
    <dt>comitative marker:</dt>
    <dd>àk</dd>
  </dl>
</div>"
119,bkl,Bikol,"<div class=""Example""><table class=""example"">
<tr>
<td>
<p>muró'</p>
</td>
<td>
<p>""finger(s)""</p>
</td>
</tr>
</table></div>"
120,nlu,Ngarluma,"<div class=""Example""><table class=""example"">
<tr>
<td>
<p>min-dee-ree</p>
</td>
<td>
<p>""finger""</p>
</td>
</tr>
</table></div>"
121,apu,Apurinã,"<div class=""Example""><p class=""p1""> </p>
<p class=""p1"">pronominal and adnominal identical:</p>
<p class=""p1""> </p>
<table cellpadding=""0"" cellspacing=""0"" class=""t1"">
<tbody>
<tr>
<td class=""td4"" valign=""top"">
<p class=""p1"">i-ye</p>
<p class=""p1"">u-kira</p>
</td>
<td class=""td16"" valign=""top"">
<p class=""p1"">proximal</p>
<p class=""p1"">distal</p>
</td>
</tr>
</tbody>
</table>
<p class=""p1""> </p>
<p class=""p1""> </p></div>"
122,gua,Guaraní,"<div class=""Example""><p><i>té</i></p></div>"
123,kro,Krongo,
124,kor,Korean,
125,nht,Nahuatl (Tetelcingo),"<div class=""Example""><table class=""example"">
<tr>
<td>
<p><i>yaha</i></p>
</td>
<td>
<p>‘3<sup>rd</sup> pronoun; demonstratives also function as
3<sup>rd</sup> pronouns’</p>
</td>
</tr>
<tr>
<td>
<p><i>ini</i></p>
</td>
<td>
<p>‘this’</p>
</td>
</tr>
<tr>
<td>
<p><i>inu</i></p>
</td>
<td>
<p>‘that’</p>
</td>
</tr>
<tr>
<td>
<p><i>nieka</i></p>
</td>
<td>
<p>‘the one over there’</p>
</td>
</tr>
</table></div>"
126,dag,Daga,"<div class=""comments"">
  <p> </p>
<p>note: Pronouns (no case marking) can also occur in these positions for emphasis, p.34.</p>
</div>"
127,chk,Chukchi,"<div class=""comments"">
  
</div>"
128,mzh,Mazatec,"<div class=""Example""><table class=""example"">
<tr>
<td>
<p>rcu tsja</p>
</td>
<td>
<p>""dedo de la mano""</p>
</td>
</tr>
</table></div>"
129,eng,English,"<div class=""comments"">
  
</div>"
130,mhi,Marathi,"<div class=""Example""><p><i>čahā</i></p></div>"
131,irq,Iraqw,
132,ccp,Cocopa,"<div class=""Example""><table class=""example"">
<tr>
<td>
<p>ARM: ʔišá΄łʸ</p>
</td>
<td>
<p>""arm, hand, finger, wing (of a chicken)""</p>
</td>
</tr>
<tr>
<td>
<p>HAND: ʔišá΄łʸ</p>
</td>
<td>
<p>""arm, hand, finger, wing (of a chicken)""</p>
</td>
</tr>
</table></div>"
133,bag,Bagirmi,"<div class=""comments"">
  <p>reciprocal marker: napa</p>
</div>"
134,mhi,Marathi,"<div class=""Example""><p class=""p1""> </p>
<p class=""p1"">pronominal and adnominal identical:</p>
<p class=""p1""> </p>
<table cellpadding=""0"" cellspacing=""0"" class=""t1"">
<tbody>
<tr>
<td class=""td4"" valign=""top"">
<p class=""p1"">hā</p>
<p class=""p1"">to</p>
</td>
<td class=""td16"" valign=""top"">
<p class=""p1"">proximal</p>
<p class=""p1"">distal</p>
</td>
</tr>
</tbody>
</table>
<p class=""p1""> </p>
<p class=""p1""> </p></div>"
135,niv,Nivkh,"<div class=""comments"">
  <dl>
    <dt>comitative marker:</dt>
    <dd>kʻrym</dd>
  </dl>
</div>"
136,acg,Achagua,"<div class=""comments"">
  <dl>
    <dt>instrumental marker:</dt>
    <dd>-ju</dd>
  </dl>
</div>"
137,lon,Loniu,
138,ypk,Yup'ik (Central),"<div class=""comments"">
  <dl>
    <dt>comitative marker:</dt>
    <dd>-(u)te-</dd>
  </dl>
</div>"
139,wch,Wichí,"<div class=""comments"">
  <dl>
    <dt>comitative marker:</dt>
    <dd>ej</dd>    <dt>Example:</dt>
    <dd><p><i><span>wet ol̥am ta nam talaqw oqåj ej l̥i tʔat oñaj ta taʔnai</span></i></p><p><span>'y yo de chico (=no grande) me divertía con mis parientes mayores'</span></p></dd>

  </dl>
</div>"
140,hau,Hausa,"<div class=""example"">
    <table border=""0"">
      
      <tr>
        <td>
          <p>
            <span style=""font-variant: small-caps;"">1sg</span>
          </p>
        </td>
        <td>
          <p>
            <span style=""font-style:italic;"">nī</span>
          </p>
        </td>
        <td>
          <p>
            <span style=""font-variant: small-caps;"">1pl</span>
          </p>
        </td>
        <td>
          <p>
            <span style=""font-style:italic;"">mū</span>
          </p>
        </td>
      </tr>
      <tr>
        <td>
          <p>
            <span style=""font-variant: small-caps;"">2sg.m</span>
          </p>
        </td>
        <td>
          <p>
            <span style=""font-style:italic;"">kai</span>
          </p>
        </td>
        <td>
          <p>
            <span style=""font-variant: small-caps;"">2pl</span>
          </p>
        </td>
        <td>
          <p>
            <span style=""font-style:italic;"">kū</span>
          </p>
        </td>
      </tr>
      <tr>
        <td>
          <p>
            <span style=""font-variant: small-caps;"">2sg.f</span>
          </p>
        </td>
        <td>
          <p>
            <span style=""font-style:italic;"">kē</span>
          </p>
        </td>
        <td>
          <p> </p>
        </td>
        <td>
          <p> </p>
        </td>
      </tr>
      <tr>
        <td>
          <p>
            <span style=""font-variant: small-caps;"">3sg.m</span>
          </p>
        </td>
        <td>
          <p>
            <span style=""font-style:italic;"">shī</span>
          </p>
        </td>
        <td>
          <p>
            <span style=""font-variant: small-caps;"">3pl</span>
          </p>
        </td>
        <td>
          <p>
            <span style=""font-style:italic;"">sū</span>
          </p>
        </td>
      </tr>
      <tr>
        <td>
          <p>
            <span style=""font-variant: small-caps;"">3sg.f</span>
          </p>
        </td>
        <td>
          <p>
            <span style=""font-style:italic;"">ita</span>
          </p>
        </td>
        <td>
          <p> </p>
        </td>
        <td>
          <p> </p>
        </td>
      </tr>
    </table>
  </div>
  
"
141,brs,Barasano,"<div class=""Example""><table class=""example"">
<tr>
<td>
<p><i>ĩ</i> (M), <i>so</i> (F), <i>ti</i> (N)</p>
</td>
<td>
<p>’3<sup>rd</sup> pronoun’</p>
</td>
</tr>
<tr>
<td>
<p><i>ãdi</i> (M), <i>adio</i> (F)</p>
</td>
<td>
<p>‘this one’</p>
</td>
</tr>
<tr>
<td>
<p><i>ĩ</i> (M), <i>iso</i> (F)</p>
</td>
<td>
<p>‘that one’</p>
</td>
</tr>
</table></div>"
142,hun,Hungarian,"<div class=""comments"">
  <dl>
    <dt>comitative marker:</dt>
    <dd>-stul</dd>
  </dl>
</div>"
143,lcr,French (Lesser Antillean Creole),"<div class=""comments"">
  
</div>"
144,myi,Mangarrayi,"<div class=""example""><table class=""example""><tr>
        <td>
          <p>
            <span style=""font-style:italic;"">ŋelŋel</span>
          </p>
        </td>
        <td>
          <p>
            <span>'competent fisherman'</span>
          </p>
        </td>
      </tr>
      </table></div>"
145,mao,Maori,
146,gol,Gola,"<div class=""comments"">
  <dl>
    <dt>instrumental marker:</dt>
    <dd>wee</dd>
  </dl>
</div>"
147,goa,Guajiro,"<div class=""example"">
    <table border=""0"">
      
      <tr>
        <td style=""vertical-align:top; padding-left:0.0486in; padding-right:0.0486in; padding-top:0in; padding-bottom:0in; border-left-width:0.0175cm; border-left-style:solid; border-left-border-right-style:none; border-top-width:0.0175cm; border-top-style:solid; border-top-border-bottom-width:0.0175cm; border-bottom-style:solid; border-bottom-"">
          <p>Value </p>
        </td>
        <td style=""vertical-align:top; padding-left:0.0486in; padding-right:0.0486in; padding-top:0in; padding-bottom:0in; border-left-width:0.0175cm; border-left-style:solid; border-left-border-right-style:none; border-top-width:0.0175cm; border-top-style:solid; border-top-border-bottom-width:0.0175cm; border-bottom-style:solid; border-bottom-"">
          <p>cardinal </p>
        </td>
        <td style=""vertical-align:top; padding-left:0.0486in; padding-right:0.0486in; padding-top:0in; padding-bottom:0in; border-width:0.0175cm; border-style:solid; border-"">
          <p>ordinal </p>
        </td>
      </tr>
      <tr>
        <td style=""vertical-align:top; padding-left:0.0486in; padding-right:0.0486in; padding-top:0in; padding-bottom:0in; border-left-width:0.0175cm; border-left-style:solid; border-left-border-right-style:none; border-top-width:0.0175cm; border-top-style:solid; border-top-border-bottom-style:none;"">
          <p>1 </p>
        </td>
        <td style=""vertical-align:top; padding-left:0.0486in; padding-right:0.0486in; padding-top:0in; padding-bottom:0in; border-left-width:0.0175cm; border-left-style:solid; border-left-border-right-style:none; border-top-width:0.0175cm; border-top-style:solid; border-top-border-bottom-style:none;"">
          <p>wanè </p>
        </td>
        <td style=""vertical-align:top; padding-left:0.0486in; padding-right:0.0486in; padding-top:0in; padding-bottom:0in; border-left-style:none; border-right-width:0.0175cm; border-right-style:solid; border-right-border-top-width:0.0175cm; border-top-style:solid; border-top-border-bottom-style:none;"">
          <p>pala’jana </p>
        </td>
      </tr>
      <tr>
        <td style=""vertical-align:top; padding-left:0.0486in; padding-right:0.0486in; padding-top:0in; padding-bottom:0in; border-left-width:0.0175cm; border-left-style:solid; border-left-border-right-style:none; border-top-style:none; border-bottom-style:none;"">
          <p>2 </p>
        </td>
        <td colspan=""2"" style=""vertical-align:top; padding-left:0.0486in; padding-right:0.0486in; padding-top:0in; padding-bottom:0in; border-left-width:0.0175cm; border-left-style:solid; border-left-border-right-width:0.0175cm; border-right-style:solid; border-right-border-top-style:none; border-bottom-style:none;"">
          <p>pia’ma </p>
        </td>
      </tr>
      <tr>
        <td style=""vertical-align:top; padding-left:0.0486in; padding-right:0.0486in; padding-top:0in; padding-bottom:0in; border-left-width:0.0175cm; border-left-style:solid; border-left-border-right-style:none; border-top-style:none; border-bottom-style:none;"">
          <p>3 </p>
        </td>
        <td colspan=""2"" style=""vertical-align:top; padding-left:0.0486in; padding-right:0.0486in; padding-top:0in; padding-bottom:0in; border-left-width:0.0175cm; border-left-style:solid; border-left-border-right-width:0.0175cm; border-right-style:solid; border-right-border-top-style:none; border-bottom-style:none;"">
          <p>apü’nüin </p>
        </td>
      </tr>
      <tr>
        <td style=""vertical-align:top; padding-left:0.0486in; padding-right:0.0486in; padding-top:0in; padding-bottom:0in; border-left-width:0.0175cm; border-left-style:solid; border-left-border-right-style:none; border-top-style:none; border-bottom-style:none;"">
          <p>4 </p>
        </td>
        <td colspan=""2"" style=""vertical-align:top; padding-left:0.0486in; padding-right:0.0486in; padding-top:0in; padding-bottom:0in; border-left-width:0.0175cm; border-left-style:solid; border-left-border-right-width:0.0175cm; border-right-style:solid; border-right-border-top-style:none; border-bottom-style:none;"">
          <p>piéinchi </p>
        </td>
      </tr>
      <tr>
        <td style=""vertical-align:top; padding-left:0.0486in; padding-right:0.0486in; padding-top:0in; padding-bottom:0in; border-left-width:0.0175cm; border-left-style:solid; border-left-border-right-style:none; border-top-style:none; border-bottom-width:0.0175cm; border-bottom-style:solid; border-bottom-"">
          <p>5 </p>
        </td>
        <td colspan=""2"" style=""vertical-align:top; padding-left:0.0486in; padding-right:0.0486in; padding-top:0in; padding-bottom:0in; border-left-width:0.0175cm; border-left-style:solid; border-left-border-right-width:0.0175cm; border-right-style:solid; border-right-border-top-style:none; border-bottom-width:0.0175cm; border-bottom-style:solid; border-bottom-"">
          <p>ja’rrái </p>
        </td>
      </tr>
    </table>
  </div>
  
"
148,cub,Cubeo,"<div class=""Example""><table class=""example"">
<tr>
<td>
<p><i>ɨ̃</i> (M), <i>õ</i> (F)</p>
</td>
<td>
<p>’3<sup>rd</sup> pronouns’</p>
</td>
</tr>
<tr>
<td>
<p><i>jɑ̃ĩ)</i> (M), <i>iko</i> (F)</p>
</td>
<td>
<p>‘proximal’</p>
</td>
</tr>
<tr>
<td>
<p><i>ãjɨ̃)</i> (M), <i>ãjõ</i> (F)</p>
</td>
<td>
<p>‘distal’</p>
</td>
</tr>
</table></div>"
149,hpd,Hupda (Maku),"<div class=""Example""><table class=""example"">
<tr>
<td>
<p>tchôm</p>
</td>
<td>
<p>""dedo""</p>
</td>
</tr>
</table></div>"
150,yag,Yagua,"<div class=""comments"">
  <p>source: Paul S. Powlison, Diccionario yagua-castellano. Perú, 1995: Ministerio de Educación/Instituto Lingüístico de Verano, 37–38</p>
</div>"
151,grm,Gurma,"<div class=""Example""><table class=""example"">
<tr>
<td>
<p>nu-bi-li</p>
</td>
<td>
<p>""finger: 'arm/hand-small'""</p>
</td>
</tr>
</table></div>"
152,dgr,Dagur,"<div class=""comments"">
  <dl>
    <dt>comitative marker:</dt>
    <dd>-tiː</dd>
  </dl>
</div>"
153,tha,Thai,"<div class=""Example""><table class=""example"">
<tr>
<td>
<p><i>kow</i></p>
</td>
<td>
<p>‘3<sup>rd</sup> pronoun’ (<i>gaa</i> for servants)</p>
</td>
</tr>
<tr>
<td>
<p><i>nee</i></p>
</td>
<td>
<p>‘this’</p>
</td>
</tr>
<tr>
<td>
<p><i>nun</i></p>
</td>
<td>
<p>‘that</p>
</td>
</tr>
</table></div>"
154,lad,Ladakhi,"<div class=""comments"">
  <dl>
    <dt>comitative marker:</dt>
    <dd>-ñəmpo</dd>
  </dl>
</div>"
155,sml,Semelai,"<div class=""comments"">
  <p> </p>
<p>note: Tripartite alignment is found in perfective clauses; in universal clauses, there is no case marking, i.e. neutral alignment (p. 254-255).</p>
</div>"
156,ese,Eseejja (Ese’eha),"<div class=""Example""><table class=""example"">
<tr>
<td>
<p>e-mé sisi</p>
</td>
<td>
<p>""dedo menique""</p>
</td>
</tr>
</table></div>"
157,tgr,Tigre,
158,txj,Totonac (Xicotepec de Juárez),"<div class=""comments"">
  <dl>
    <dt>instrumental marker:</dt>
    <dd>-ilh</dd>
  </dl>
</div>"
159,tur,Turkish,
160,spa,Spanish,"<div class=""Example""><table class=""example"">
<tr>
<td>
<p>dedo</p>
</td>
<td>
<p>""finger""</p>
</td>
</tr>
</table></div>"
161,baw,Bawm,
162,usa,Usan,"<div class=""comments"">
  <p> </p>
</div>"
163,kio,Kiowa,"<div class=""comments"">
  <p> </p>
</div>"
164,hin,Hindi,
165,pol,Polish,
166,wel,Welsh,"<div class=""Example""><table class=""example"">
<tr>
<td>
<p>bys</p>
</td>
<td>
<p>""finger""</p>
</td>
</tr>
</table></div>"
167,kbl,Kabyle,
168,khk,Khakas,"<div class=""Example""><table class=""example"">
<tr>
<td>
<p>salaa</p>
</td>
<td>
<p>""finger""</p>
</td>
</tr>
</table></div>"
